Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Korean Language Hangul,14800 Maxella Ave,Marina Del Rey,CA,90292,,Del Rey,(424) 625-3577,"""My teaching philosophy is based on respect for the students."" -Why I'm Different?-*Great communication and interaction - I offer tutoring either in-person or with live …Learn more about Korean Language Hangul, Opens a popupSpecialties""My teaching philosophy is based on respect for the students."" -Why I'm Different?-*Great communication and interaction - I offer tutoring either in-person or with live interaction via Skype or Hangouts, so we communicate in real time.*You know exactly who you're dealing with - I make all of my experiences, qualifications, learning resources, etc. available on my website for my students so you can really get a sense of who I am.*You'll work with me every time - I offer continuity. I manage long-term learning goals, routinely communicate with you, and develop long-term relationships with all my students.*Unique approach - My unique approach to tutoring is driven by my philosophy that emphasizes what is most important - the needs of my students.*My genuine desire to help your succeed - I started tutoring in high school and continued throughout my college years and beyond. I chose to tutor because it was extremely rewarding and something I truly enjoyed.*Giving back - Every month, I donate a percentage of profits to charities and organizations that are important to our society. Please see below for information about some of these worthy organizations. -World Vision-Red CrossNote: Background check is completed via certifiedbackground.com, available upon request.HistoryEstablished in 2005.Q & AQ. Do you have a standard pricing system for your service? A. Yes, please contact me for pricing.Q. What do you like most about your job?A. I love tutoring because it gives me the opportunity to share the knowledge that I gained with others. It's a truly awesome experience to be able to work one on one with a student and see them improve week to week. I have always had a passion for teaching and I love every moment of it.Q. How did you decide to get in your line of work?A. I taught family members in the beginning and it came naturally during my high school year.Q. How do I start learning Korean language?A. Please contact me here and I will help you from basic Hangul, all the way up to Proficient level. (College and Business level)Meet the Business Owner",Suebeet K.,Yes,No,5.0 star rating,16 reviews,http://thekoreantutor.com,,Mon Closed<br>Tue 12:00 pm - 8:00 pm<br>Wed 12:00 pm - 8:00 pm<br>Thu 12:00 pm - 8:00 pm<br>Fri 12:00 pm - 8:00 pm<br>Sat 12:00 pm - 8:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Language Schools, Translation Services, Private Tutors, Language Schools, Translation Services",,,https://s3-media2.fl.yelpcdn.com/bphoto/E0soMckSj17o7QJDymsSkg/ls.jpg,http://www.yelp.com/biz/korean-language-hangul-marina-del-rey-8?osq=Tutoring,,,,,,
Westside Chinese School,3951 Grand View Blvd,Los Angeles,CA,90066,,Mar Vista,(310) 980-4204,,,No,No,4.5 star rating,3 reviews,http://westsidechineseschool.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Language Schools, Language Schools",34.001772,-118.428837,,http://www.yelp.com/biz/westside-chinese-school-los-angeles-2?osq=Tutoring,,,,,,
San Fernando Valley Tutoring,15819 Hart St,Van Nuys,CA,91406,,Van Nuys,(818) 946-6390,,Nina G.,Yes,No,,,http://www.sanfernandovalleytutoring.com/,,Mon 8:00 am - 8:00 pm<br>Tue 8:00 am - 8:00 pm<br>Wed 8:00 am - 8:00 pm<br>Thu 8:00 am - 8:00 pm<br>Fri 8:00 am - 4:00 pm<br>Sat Closed<br>Sun 8:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Tutoring Centers, Private Tutors",34.197805,-118.477770,https://s3-media2.fl.yelpcdn.com/bphoto/4NcggMibcMLx9Y3JGcWBxQ/ls.jpg,http://www.yelp.com/biz/san-fernando-valley-tutoring-van-nuys?osq=Tutoring,,,,,,
Ace Academy,4480 Lincoln Ave Ste 1,Cypress,CA,90630,,,(714) 220-1793,,,Yes,No,5.0 star rating,3 reviews,http://aceacademy1.com,,Mon 1:00 pm - 7:00 pm<br>Tue 1:00 pm - 7:00 pm<br>Wed 1:00 pm - 7:00 pm<br>Thu 1:00 pm - 7:00 pm<br>Fri 1:00 pm - 7:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation",,,https://s3-media2.fl.yelpcdn.com/bphoto/KihZhdXQEIiIdZej9qRrEw/ls.jpg,http://www.yelp.com/biz/ace-academy-cypress?osq=Tutoring,,,,,,
Academic Education Center,400 S Atlantic Blvd Ste 226,Monterey Park,CA,91754,,,(626) 350-1333,,,Yes,No,3.0 star rating,2 reviews,http://usaec.net/,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 6:30 pm<br>Wed 9:00 am - 6:30 pm<br>Thu 9:00 am - 6:30 pm<br>Fri 9:00 am - 6:30 pm<br>Sat 11:00 am - 5:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Test Preparation, College Counseling, Tutoring Centers, Test Preparation, College Counseling",34.057909,-118.133801,https://s3-media1.fl.yelpcdn.com/bphoto/Vh_K7tyuxe63_9TYatUyOg/ls.jpg,http://www.yelp.com/biz/academic-education-center-monterey-park?osq=Tutoring,,,,,,
Learning Made Easy 4 You,5672 Como Circle,Woodland Hills,CA,91367,,Woodland Hills,(818) 370-2421,,,Yes,No,5.0 star rating,6 reviews,http://learningmadeeasy4you.com,,Mon 2:00 pm - 9:00 pm<br>Tue 2:00 pm - 9:00 pm<br>Wed 2:00 pm - 9:00 pm<br>Thu 2:00 pm - 9:00 pm<br>Fri 2:00 pm - 9:00 pm<br>Sat 8:00 am - 10:00 am<br>Sun 8:00 am - 10:00 am<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Private Tutors, Test Preparation",34.174242,-118.610972,https://s3-media3.fl.yelpcdn.com/bphoto/dhZw9ZyBDCSmRX4UUGTPCw/ls.jpg,http://www.yelp.com/biz/learning-made-easy-4-you-woodland-hills-2?osq=Tutoring,,,,,,
Decoded Prep,7220 Rosemead Blvd Ste 104,San Gabriel,CA,91775,,,(626) 755-5653,,,Yes,No,5.0 star rating,7 reviews,http://decodedprep.com,,Mon 9:00 am - 8:00 pm<br>Tue 9:00 am - 8:00 pm<br>Wed 9:00 am - 8:00 pm<br>Thu 9:00 am - 8:00 pm<br>Fri 9:00 am - 8:00 pm<br>Sat 9:00 am - 3:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Test Preparation",34.128388,-118.072739,https://s3-media1.fl.yelpcdn.com/bphoto/FRn0RMJbQoc86PDxPE_NtA/ls.jpg,http://www.yelp.com/biz/decoded-prep-san-gabriel?osq=Tutoring,,,,,,
REACH Professional In-Home Tutoring,,Manhattan Beach,CA,90266,,Torrance,(562) 273-2868,,,Yes,No,5.0 star rating,2 reviews,http://www.reachprotutoring.com/,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun 9:00 am - 9:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media3.fl.yelpcdn.com/bphoto/SauLrbXVFSrJkF46-az0Qw/ls.jpg,http://www.yelp.com/biz/reach-professional-in-home-tutoring-manhattan-beach-3?osq=Tutoring,,,,,,
HG Academy,,Glendale,CA,91204,,Glendale,(657) 777-2612,,,Yes,No,,,http://hgac.tk,,Mon 9:00 am - 5:00 pm<br>Tue 2:00 pm - 10:00 pm<br>Wed Closed<br>Thu 2:00 pm - 10:00 pm<br>Fri 2:00 pm - 11:00 pm<br>Sat Closed<br>Sun 9:00 am - 11:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Tutoring Centers, Private Tutors",34.137766,-118.261433,https://s3-media4.fl.yelpcdn.com/bphoto/A1j8az4frHNMiIyHy3rphA/ls.jpg,http://www.yelp.com/biz/hg-academy-glendale?osq=Tutoring,,,,,,
Titan Tutors,18837 Brookhurst St Ste 103,Fountain Valley,CA,92708,,,(714) 215-8081,,,Yes,No,4.5 star rating,6 reviews,http://www.titantutors.com,,Mon 11:00 am - 6:30 pm<br>Tue 11:00 am - 6:30 pm<br>Wed 11:00 am - 6:30 pm<br>Thu 11:00 am - 6:30 pm<br>Fri 11:00 am - 6:30 pm<br>Sat 11:00 am - 3:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation",,,https://s3-media1.fl.yelpcdn.com/bphoto/asvMitgOIhTdHaFEG5JarQ/ls.jpg,http://www.yelp.com/biz/titan-tutors-fountain-valley?osq=Tutoring,$75 for $100 Deal at Titan Tutors,You get a voucher redeemable for $100 at Titan Tutors.,$100,25%,$25,https://www.yelp.com/checkout/deal/rJbJABRzK0bvQBgBkazPYg?biz_id=sEWdC4lWcKdIKYzEOFhg0w&return_url=%2Fbiz%2Ftitan-tutors-fountain-valley
Launch Education Group,2912 Colorado Ave Ste 100,Santa Monica,CA,90404,,Sawtelle,(310) 315-0800,,,Yes,No,,,http://launcheducation.com/,,Mon 8:00 am - 7:00 pm<br>Tue 8:00 am - 5:00 pm<br>Wed 8:00 am - 5:00 pm<br>Thu 8:00 am - 5:00 pm<br>Fri Closed<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Tutoring Centers, Private Tutors, Tutoring Centers",34.032969,-118.467821,https://s3-media3.fl.yelpcdn.com/bphoto/-B6apsAJo2CZIK3uPgMD2w/ls.jpg,http://www.yelp.com/biz/launch-education-group-santa-monica?osq=Tutoring,,,,,,
Precious Blood School,307 S Occidental Blvd,Los Angeles,CA,90057,,Westlake,(213) 382-3345,"We are a small private Catholic School that is ""home"" to all our families. With strong emphasis on high academic achievement, our students win in academic competitions.Learn more about Precious Blood School, Opens a popupSpecialtiesWe are a small private Catholic School that is ""home"" to all our families. With strong emphasis on high academic achievement, our students win in academic competitions.",,Yes,No,5.0 star rating,11 reviews,http://www.preciousbloodschool.net,,Mon 7:30 am - 6:00 pm<br>Tue 7:30 am - 6:00 pm<br>Wed 7:30 am - 6:00 pm<br>Thu 7:30 am - 6:00 pm<br>Fri 7:30 am - 6:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middle Schools & High Schools, Religious Schools, Private Schools, Middle Schools & High Schools, Religious Schools, Private Schools",34.067499,-118.282856,https://s3-media3.fl.yelpcdn.com/bphoto/trbsnsdaBEWlmLsYd3OA7A/ls.jpg,http://www.yelp.com/biz/precious-blood-school-los-angeles?osq=Tutoring,,,,,,
Find My Law Tutor,1653 7th St Ste 2,Santa Monica,CA,90406,,,(424) 268-7217,,,Yes,No,,,http://www.findmylawtutor.com,,Mon 8:00 am - 5:00 pm<br>Tue 8:00 am - 5:00 pm<br>Wed 8:00 am - 5:00 pm<br>Thu 8:00 am - 5:00 pm<br>Fri 8:00 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Tutoring Centers, Private Tutors, Tutoring Centers",34.014985,-118.487674,https://s3-media4.fl.yelpcdn.com/bphoto/AFpnTYhMJq0aavY8ZndZlg/ls.jpg,http://www.yelp.com/biz/find-my-law-tutor-santa-monica?osq=Tutoring,,,,,,
Franco-American Services,,Los Angeles,CA,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.052234,-118.243685,,http://www.yelp.com/biz/franco-american-services-los-angeles?osq=Tutoring,,,,,,
A+ Education,1835 S Del Mar Ave Ste 103-104,San Gabriel,CA,91776,,,(626) 573-3881,,,No,No,5.0 star rating,1 review,http://apluseducenter.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.076042,-118.099744,,http://www.yelp.com/biz/a-education-san-gabriel?osq=Tutoring,,,,,,
Stephanie Meade,4361 Tujunga Ave,Studio City,CA,91604,,Studio City,(818) 761-7002,,,Yes,No,,,http://www.collegiateedge.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.149256,-118.379014,,http://www.yelp.com/biz/stephanie-meade-studio-city?osq=Tutoring,,,,,,
REACH Professional In-Home Tutoring,,Valencia,CA,91354,,,(661) 231-6949,,,Yes,No,1.0 star rating,1 review,http://www.reachprotutoring.com/,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun 9:00 am - 9:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors, Private Tutors",,,https://s3-media1.fl.yelpcdn.com/bphoto/FbCyUXXvbSqF5KuJ7i7ozg/ls.jpg,http://www.yelp.com/biz/reach-professional-in-home-tutoring-valencia?osq=Tutoring,,,,,,
Unity&form | Design Mentor & Tutor,,Culver City,CA,,,,(323) 683-9241,,,No,No,,,http://www.unityandform.com,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat 9:00 am - 5:00 pm<br>Sun 9:00 am - 5:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Art Schools, Graphic Design, Private Tutors, Art Schools, Graphic Design, Private Tutors",34.021122,-118.396467,https://s3-media3.fl.yelpcdn.com/bphoto/QRzIdSyB8krp1Rjx-Yo_6g/ls.jpg,http://www.yelp.com/biz/unity-and-form-design-mentor-and-tutor-culver-city?osq=Tutoring,,,,,,
TutoringwithV,,Los Angeles,CA,91406,,Lake Balboa,(818) 314-0723,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.198512,-118.498074,,http://www.yelp.com/biz/tutoringwithv-los-angeles?osq=Tutoring,,,,,,
My Tutorial Services,127 South Brand Blvd Ste,Glendale,CA,91204,,Glendale,(323) 841-4192,,Irma R.,Yes,No,,,http://www.my-tutorial-services.com,,Mon 8:00 am - 7:00 pm<br>Tue 8:00 am - 7:00 pm<br>Wed 8:00 am - 7:00 pm<br>Thu 8:00 am - 7:00 pm<br>Fri 8:00 am - 7:00 pm<br>Sat 8:00 am - 7:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.145288,-118.255511,https://s3-media1.fl.yelpcdn.com/bphoto/q9XRMFBEVufnz0pnCj1x5Q/ls.jpg,http://www.yelp.com/biz/my-tutorial-services-glendale?osq=Tutoring,,,,,,
Manhattan Elite Prep,21850 Oxnard St,Woodland Hills,CA,91367,,Woodland Hills,(888) 215-6269,,,Yes,No,,,http://www.ManhattanElitePrep.com,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat 9:00 am - 5:00 pm<br>Sun 9:00 am - 5:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors",,,https://s3-media4.fl.yelpcdn.com/bphoto/MYEC11SyHrTc7YMHsfsV7A/ls.jpg,http://www.yelp.com/biz/manhattan-elite-prep-woodland-hills?osq=Tutoring,,,,,,
Beyond Curriculum,2466 Huntington Dr,San Marino,CA,91108,,Pasadena,(626) 340-5707,,,Yes,No,3.5 star rating,5 reviews,,,Mon 9:00 am - 11:00 pm<br>Tue 9:00 am - 11:00 pm<br>Wed 9:00 am - 11:00 pm<br>Thu 9:00 am - 11:00 pm<br>Fri 9:00 am - 11:00 pm<br>Sat 9:00 am - 6:00 pm<br>Sun 9:00 am - 6:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation",34.123156,-118.101585,https://s3-media4.fl.yelpcdn.com/bphoto/B3xkXTOuLTfRZz3Mc4Kpgw/ls.jpg,http://www.yelp.com/biz/beyond-curriculum-san-marino?osq=Tutoring,,,,,,
Ivie League Christian Preschool,4416 W Slauson Ave,Los Angeles,CA,90043,,Hyde Park,(323) 294-4447,,,No,No,5.0 star rating,1 review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child Care & Day Care, Elementary Schools, Preschools, Child Care & Day Care, Elementary Schools, Preschools",33.988670,-118.352564,,http://www.yelp.com/biz/ivie-league-christian-preschool-los-angeles?osq=Tutoring,,,,,,
Sylvan Learning of Woodland Hills,20644 Ventura Blvd,Woodland Hills,CA,91364,,Woodland Hills,(866) 238-7435,"Kids love coming to Sylvan of Woodland Hills for our wide variety of learning activities - and yours will too. Families tell us it's our personal approach, next generation programs …Learn more about Sylvan Learning of Woodland Hills, Opens a popupSpecialtiesKids love coming to Sylvan of Woodland Hills for our wide variety of learning activities - and yours will too. Families tell us it's our personal approach, next generation programs and cool technology. And you'll discover that in everything our tutors of Woodland Hills do - from our tutoring programs, to academic coaching, to ACT Prep and SAT Prep, to our cool Robotics, Coding and Engineering classes - we make learning personal and engaging, so your child can succeed. We're right there with you, helping your child build confidence, catch up to grade level, or turn Bs into As ... Helping your child discover fun, hands-on experiences with science, technology, engineering and math (STEM) to build a love for STEM and an interest in high-growth careers ... Helping your teen achieve higher test scores, better essays and bigger college dreams. Discover the many ways our tutors at Sylvan of Woodland Hills can inspire your child to succeed!HistoryEstablished in 1979.At Sylvan Learning, we're focused on building academic confidence, igniting intellectual curiosity and inspiring a love for learning -- all of which make a big impact in school and in life. For nearly 40 years we've been helping millions of students and families achieve new levels of academic success. The company was founded in 1979 and is headquartered in Baltimore, Maryland. Sylvan of Woodland Hills has the best in Personalized Tutoring, Academic Coaching, Advancement and Test Prep, STEM enrichment and more! Results matter and Sylvan delivers. In fact, students in ourproven Personalized Tutoring programs can see up to two to three times more growth in their math and reading scores than other students! Learn how our tutors in Woodland Hills are engaging kids and inspiring success with our personal approach, next generation programs and cool technology.Meet the Manager",,Yes,No,4.5 star rating,12 reviews,https://locations.sylvanlearning.com/us/woodland-hills-ca%3Futm_source%3Dyelp%26utm_medium%3Diyp%26utm_content%3DNAC-USA-DAC1-directory-yelp-100004%26utm_campaign%3Dppcall,,Mon 9:30 am - 6:30 pm<br>Tue 9:30 am - 6:30 pm<br>Wed 9:30 am - 6:30 pm<br>Thu 9:30 am - 6:30 pm<br>Fri 9:00 am - 2:00 pm<br>Sat 9:30 am - 1:30 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Test Preparation, Tutoring Centers, Test Preparation",34.166717,-118.582714,https://s3-media2.fl.yelpcdn.com/bphoto/ondcnPrLTIQfWyKC6Elwsg/ls.jpg,http://www.yelp.com/biz/sylvan-learning-of-woodland-hills-woodland-hills-2?osq=Tutoring,$47 for $95 Deal at Sylvan Learning of Woodland Hills,You get a voucher redeemable for $95 at Sylvan Learning of Woodland Hills.,$95,51%,$48,https://www.yelp.com/checkout/deal/HZxHV5CfAsVd70SKoc7MpQ?biz_id=IU9IHQxpyplTL5fAhy-e5w&return_url=%2Fbiz%2Fsylvan-learning-of-woodland-hills-woodland-hills-2
Westwood Academy,11301 W Olympic Blvd Ste 115,Los Angeles,CA,90064,,Sawtelle,(310) 473-6081,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.038311,-118.442158,,http://www.yelp.com/biz/westwood-academy-los-angeles?osq=Tutoring,,,,,,
Arian Education Center,19568 Ventura Blvd,Tarzana,CA,91356,,Tarzana,(818) 808-2680,,sousan F.,Yes,No,5.0 star rating,6 reviews,http://www.arianeducationcenter.com/,,Mon 11:00 am - 8:00 pm<br>Tue 11:00 am - 8:00 pm<br>Wed 11:00 am - 8:00 pm<br>Thu 11:00 am - 8:00 pm<br>Fri 11:00 am - 8:00 pm<br>Sat 11:00 am - 8:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Tutoring Centers, Private Tutors, Tutoring Centers",,,https://s3-media4.fl.yelpcdn.com/bphoto/Cq3PcY6Wo0pTqJw9Ag0LIQ/ls.jpg,http://www.yelp.com/biz/arian-education-center-tarzana?osq=Tutoring,,,,,,
Autism Study Tutors,,Santa Monica,CA,91604,,Studio City,(818) 584-6758,,Robyn M.,Yes,No,,,http://www.autismstudytutors.com,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat 9:00 am - 7:00 pm<br>Sun 9:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media2.fl.yelpcdn.com/bphoto/WR7LaR42COaUHS2KBc3OKg/ls.jpg,http://www.yelp.com/biz/autism-study-tutors-santa-monica?osq=Tutoring,,,,,,
Kimberly Davis Music,,Belmont Shore,CA,90803,,,(530) 917-4727,,Kimberly D.,Yes,No,,,http://kimberlydavismusic.com,,Mon 10:00 am - 7:30 pm<br>Tue 10:00 am - 7:30 pm<br>Wed 10:00 am - 7:30 pm<br>Thu 10:00 am - 7:30 pm<br>Fri 10:00 am - 7:30 pm<br>Sat 10:00 am - 7:00 pm<br>Sun Closed<br>,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,"Musicians, Private Tutors, Musical Instruments & Teachers, Musical Instruments & Teachers, Musical Instrument Services, Musicians, Private Tutors, Musical Instruments & Teachers",,,https://s3-media1.fl.yelpcdn.com/bphoto/QEh7E32zLnHc_COKIJuZ0Q/ls.jpg,http://www.yelp.com/biz/kimberly-davis-music-belmont-shore?osq=Tutoring,$45 for $60 Deal at Kimberly Davis Music,You get a voucher redeemable for $60 at Kimberly Davis Music.,$60,25%,$15,https://www.yelp.com/checkout/deal/nstC1MqqA_9DMXYwKhRI0Q?biz_id=RfyYOPvyRH3udcH1BvbC4w&return_url=%2Fbiz%2Fkimberly-davis-music-belmont-shore
Lei Lei School - Daycare/preschool,5020 Navarro St,Los Angeles,CA,90032,,El Sereno,(626) 802-7173,,,Yes,No,5.0 star rating,4 reviews,http://lei-lei-school-0-12-years.business.site,,Mon 8:00 am - 6:00 pm<br>Tue 8:00 am - 6:00 pm<br>Wed 8:00 am - 6:00 pm<br>Thu 8:00 am - 6:00 pm<br>Fri 8:00 am - 6:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,,"Preschools, Child Care & Day Care, Summer Camps, Preschools, Child Care & Day Care, Summer Camps",34.087088,-118.172745,https://s3-media1.fl.yelpcdn.com/bphoto/i5xIkhq8MxKjgsXp2QFR2Q/ls.jpg,http://www.yelp.com/biz/lei-lei-school-daycare-preschool-los-angeles-2?osq=Tutoring,,,,,,
"Lindsay M Wilson, M Ed",,Burbank,CA,91505,,Burbank,(847) 508-2417,,,Yes,No,,,,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat 9:00 am - 7:00 pm<br>Sun 9:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media1.fl.yelpcdn.com/bphoto/ujVvI7_HZPUKagnBddPHPA/ls.jpg,http://www.yelp.com/biz/lindsay-m-wilson-m-ed-burbank?osq=Tutoring,,,,,,
French by French,,Moorpark,CA,93021,,,(805) 304-0373,,Christelle R.,Yes,No,5.0 star rating,1 review,http://www.frenchbyfrench.net,,Mon 8:00 am - 6:00 pm<br>Tue 8:00 am - 6:00 pm<br>Wed 8:00 am - 6:00 pm<br>Thu 8:00 am - 6:00 pm<br>Fri 8:00 am - 6:00 pm<br>Sat 8:00 am - 12:00 pm<br>Sun 8:00 am - 11:00 am<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media2.fl.yelpcdn.com/bphoto/cS9CoY9BNogAyI9IMhnBjA/ls.jpg,http://www.yelp.com/biz/french-by-french-moorpark?osq=Tutoring,,,,,,
Skryf,,Los Angeles,CA,,,Downtown,(323) 496-2481,,Drew W.,Yes,No,,,http://skryfwriting.com,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat 11:00 am - 4:00 pm<br>Sun 11:00 am - 4:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Special Education, Private Tutors, Special Education",,,https://s3-media2.fl.yelpcdn.com/bphoto/4wKVgvYx92INep_wsv1qYw/ls.jpg,http://www.yelp.com/biz/skryf-los-angeles-2?osq=Tutoring,,,,,,
